##name Bulgarian
##ownname Български
##isocode bg_BG.UTF-8
##plural 0

##id 0x0000
STR_0001_OFF_EDGE_OF_MAP                                        :{WHITE}Извън картата
STR_01F7_SELECT_CUSTOM_2_USER_DEFINED                           :{BLACK}Избери програма 'Мой вкус 2' (определена от теб)
STR_01F8_CLEAR_CURRENT_PROGRAM_CUSTOM1                          :{BLACK}Изчисти текущата програма (само Мой вкус1 или Мой вкус2)
STR_01F9_SAVE_MUSIC_SETTINGS                                    :{BLACK}Запази музикалните настройки
STR_01FA_CLICK_ON_MUSIC_TRACK_TO                                :{BLACK}Натисни върху музикално парче за да го добавиш към текущата програма (само Мой вкус1 или Мой вкус2)
STR_CLICK_ON_TRACK_TO_REMOVE                                    :{BLACK}Натиснете върху парче за да го премахнете от програмата (Custom1 и Custom2 само)
STR_01FB_TOGGLE_PROGRAM_SHUFFLE                                 :{BLACK}Активирай/деактивирай разместване на парчетата
STR_01FC_SHOW_MUSIC_TRACK_SELECTION                             :{BLACK}Покажи прозореца за избор на музикални парчета
STR_01FD_CLICK_ON_SERVICE_TO_CENTER                             :{BLACK}Кликни върху услугата, за да се фокусира върху индустрията/града
STR_01FE_DIFFICULTY                                             :{BLACK}Сложност ({STRING})
STR_01FF                                                        :{TINYFONT}{BLACK}{DATE_LONG}
STR_0200_LAST_MESSAGE_NEWS_REPORT                               :Последно съобщение/новини
STR_0201_MESSAGE_SETTINGS                                       :Настройки на съобщенията
STR_0203_SHOW_LAST_MESSAGE_NEWS                                 :{BLACK}Покажи последното съобщение/новини, покажи настройките на съобщенията
STR_0204_MESSAGE_OPTIONS                                        :{WHITE}Настройки на съобщенията
STR_0205_MESSAGE_TYPES                                          :{BLACK}Типове съобщения:
STR_0206_ARRIVAL_OF_FIRST_VEHICLE                               :{YELLOW}Първо пристигане на превозно средство в станция
STR_0207_ARRIVAL_OF_FIRST_VEHICLE                               :{YELLOW}Първо пристигане на превозно средство в конкурентна станция
STR_0208_ACCIDENTS_DISASTERS                                    :{YELLOW}Инциденти / бедствия
STR_0209_COMPANY_INFORMATION                                    :{YELLOW}Информация за компанията
STR_020A_ECONOMY_CHANGES                                        :{YELLOW}Промени в икономиката
STR_020B_ADVICE_INFORMATION_ON_PLAYER                           :{YELLOW}Съвет / информация за превозните средства
STR_020C_NEW_VEHICLES                                           :{YELLOW}Нови превозни средства
STR_020D_CHANGES_OF_CARGO_ACCEPTANCE                            :{YELLOW}Промени в приемането на товари
STR_020E_SUBSIDIES                                              :{YELLOW}Субсидии
STR_020F_GENERAL_INFORMATION                                    :{YELLOW}Обща информация
STR_0210_TOO_FAR_FROM_PREVIOUS_DESTINATIO                       :{WHITE}...прекалено далече от предходната цел
STR_0211_TOP_COMPANIES_WHO_REACHED                              :{BIGFONT}{BLACK}Първите компании достигнали {NUM}{}({STRING} ниво)
STR_0212                                                        :{BIGFONT}{COMMA}.
STR_0213_BUSINESSMAN                                            :Бизнесмен
